geonames_city_id,city,nuts_level1_code,nuts_level1_name,nuts_level1_ascii_name,nuts_level2_code,nuts_level2_name,nuts_level2_ascii_name,nuts_level3_code,nuts_level3_name,nuts_level3_ascii_name,geonames_admin1_code,geonames_admin1_name,geonames_admin1_ascii_name,geonames_admin2_code,geonames_admin2_name,geonames_admin2_ascii_name
2338497,Ihiala,,,,,,,,,,NG.25,Anambra,Anambra,,,
2358946,Koudougou,,,,,,,,,,BF.06,Centre-Ouest,Centre-Ouest,BF.06.19,Province du Boulkiemdé,Province du Boulkiemde
911148,Kitwe,,,,,,,,,,ZM.08,Copperbelt,Copperbelt,,,
914959,Kalulushi,,,,,,,,,,ZM.08,Copperbelt,Copperbelt,,,
2318933,Wudil,,,,,,,,,,NG.29,Kano,Kano,,,
430569,Ngozi,,,,,,,,,,BI.19,Ngozi,Ngozi,,,
2318921,Wukari,,,,,,,,,,NG.43,Taraba,Taraba,,,
906044,Monze,,,,,,,,,,ZM.07,Southern,Southern,,,
2318123,Yenagoa,,,,,,,,,,NG.52,Bayelsa,Bayelsa,,,
2318044,Yola,,,,,,,,,,NG.35,Adamawa,Adamawa,,,
893697,Chinhoyi,,,,,,,,,,ZW.05,Mashonaland West,Mashonaland West,,,
2317569,Zungeru,,,,,,,,,,NG.31,Niger,Niger,,,
7062967,Nyanza,,,,,,,,,,RW.15,Southern Province,Southern Province,,,
886763,Masvingo,,,,,,,,,,ZW.08,Masvingo,Masvingo,,,
2225457,Nanga Eboko,,,,,,,,,,CM.11,Centre,Centre,,,
884979,Mutare,,,,,,,,,,ZW.01,Manicaland,Manicaland,,,
202217,Gitarama,,,,,,,,,,RW.15,Southern Province,Southern Province,,,
201521,Musanze,,,,,,,,,,RW.13,Northern Province,Northern Province,,,
2542051,Mohammedia,,,,,,,,,,MA.45,Grand Casablanca,Grand Casablanca,MA.45.371,Mohammedia,Mohammedia
3374462,Mindelo,,,,,,,,,,CV.11,São Vicente,Sao Vicente,,,
245785,Abéché,,,,,,,,,,TD.12,Ouaddaï,Ouaddai,,,
2427637,Mongo,,,,,,,,,,TD.05,Guéra,Guera,,,
2427455,Moundou,,,,,,,,,,TD.08,Logone Occidental,Logone Occidental,,,
216281,Goma,,,,,,,,,,CD.11,Nord Kivu,Nord Kivu,,,
214481,Kananga,,,,,,,,,,CD.03,Kasaï-Occidental,Kasai-Occidental,,,
2543394,Ifrane,,,,,,,,,,MA.56,Tadla-Azilal,Tadla-Azilal,,,
2425791,Sagh,,,,,,,,,,TD.17,Moyen-Chari,Moyen-Chari,,,
217831,Bukavu,,,,,,,,,,CD.12,South Kivu,South Kivu,,,
1164408,Sukkur,,,,,,,,,,PK.05,Sindh,Sindh,,,
1163958,Tando Jām,,,,,,,,,,PK.05,Sindh,Sindh,,,
2309527,Malabo,,,,,,,,,,GQ.04,Bioko Norte,Bioko Norte,,,
343663,Ārba Minch’,,,,,,,,,,ET.54,"Southern Nations, Nationalities, and People's Region","Southern Nations, Nationalities, and People's Region",,,
342884,Bahir Dar,,,,,,,,,,ET.46,Amhara,Amhara,,,
97990,Baqubah,,,,,,,,,,IQ.10,Diyala Province,Diyala Province,,,
330186,Nazrēt,,,,,,,,,,ET.51,Oromiya,Oromiya,,,
94824,Karbala,,,,,,,,,,IQ.12,Karbalāʼ,Muhafazat Karbala',,,
94787,Kirkuk,,,,,,,,,,IQ.13,At Taʼmīm,Muhafazat Kirkuk,,,
98860,An Najaf al Ashraf,,,,,,,,,,IQ.17,An Najaf,An Najaf,,,
98530,As Samawah,,,,,,,,,,IQ.03,Al Muthanná,Al Muthanna,,,
1142170,Fayzabad,,,,,,,,,,AF.01,Badakhshan,Badakhshan,,,
90150,Tikrīt,,,,,,,,,,IQ.18,Şalāḩ ad Dīn,Salah ad Din,,,
1163224,Topi,,,,,,,,,,PK.03,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,,,
1162862,Uthal,,,,,,,,,,PK.02,Balochistān,Balochistan,,,
99131,Al Kūt,,,,,,,,,,IQ.16,Wāsiţ,Wasit,,,
1850745,Tamana,,,,,,,,,,JP.21,Kumamoto,Kumamoto,,,
1850152,Tokuyama,,,,,,,,,,JP.45,Yamaguchi,Yamaguchi,,,
1732385,Aborlan,,,,,,,,,,PH.41,Mimaropa,Mimaropa,PH.41.49,Province of Palawan,Province of Palawan
1730737,Angeles City,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.50,Province of Pampanga,Province of Pampanga
2082727,Abepura,,,,,,,,,,ID.36,Papua,Papua,,,
1729564,Bacolod City,,,,,,,,,,PH.06,Western Visayas,Western Visayas,PH.06.H3,Province of Negros Occidental,Province of Negros Occidental
1728930,Baguio,,,,,,,,,,PH.15,Cordillera Administrative Region,Cordillera Administrative Region,PH.15.A4,Baguio City,Baguio City
147429,Nakhchivan,,,,,,,,,,AZ.35,Nakhichevan,Nakhichevan,,,
1649150,Bengkulu,,,,,,,,,,ID.03,Bengkulu,Bengkulu,,,
1650527,Balikpapan,,,,,,,,,,ID.14,East Kalimantan,East Kalimantan,,,
1727995,Baliuag,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.13,Province of Bulacan,Province of Bulacan
1726339,Batac City,,,,,,,,,,PH.01,Ilocos,Ilocos,,,
1726280,Batangas,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.09,Province of Batangas,Province of Batangas
1725799,Baybay,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.37,Province of Leyte,Province of Leyte
1725729,Bayombong,,,,,,,,,,PH.02,Cagayan Valley,Cagayan Valley,PH.02.48,Province of Nueva Vizcaya,Province of Nueva Vizcaya
1707123,La Trinidad,,,,,,,,,,PH.15,Cordillera Administrative Region,Cordillera Administrative Region,PH.15.10,Province of Benguet,Province of Benguet
1707174,Las Piñas,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.53,Province of Rizal,Province of Rizal
385038,Ar Rifā‘,,,,,,,,,,BH.19,Northern,Northern,,,
1624917,Bandarlampung,,,,,,,,,,ID.15,Lampung,Lampung,,,
1723893,Borongan,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.23,Province of Eastern Samar,Province of Eastern Samar
1722186,Butuan,,,,,,,,,,PH.13,Caraga,Caraga,PH.13.A8,Butuan City,Butuan City
1721906,Cabanatuan City,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.47,Province of Nueva Ecija,Province of Nueva Ecija
1721080,Cagayan de Oro,,,,,,,,,,PH.10,Northern Mindanao,Northern Mindanao,PH.10.43,Province of Misamis Oriental,Province of Misamis Oriental
1337233,Bogra,,,,,,,,,,BD.83,Rājshāhi,Rajshahi,,,
1185186,Comilla,,,,,,,,,,BD.84,Chittagong,Chittagong,,,
1720183,Caloc-an,,,,,,,,,,PH.13,Caraga,Caraga,PH.13.A8,Butuan City,Butuan City
1717926,Catarman,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.67,Province of Northern Samar,Province of Northern Samar
1717911,Catbalogan,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.55,Province of Samar,Province of Samar
1702540,Malolos,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.13,Province of Bulacan,Province of Bulacan
1690039,San Fernando,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.50,Province of Pampanga,Province of Pampanga
1716771,Cotabato,,,,,,,,,,PH.14,Autonomous Region in Muslim Mindanao,Autonomous Region in Muslim Mindanao,,,
1716192,Dagupan,,,,,,,,,,PH.02,Cagayan Valley,Cagayan Valley,PH.02.14,Province of Cagayan,Province of Cagayan
1713962,Echague,,,,,,,,,,PH.02,Cagayan Valley,Cagayan Valley,PH.02.31,Province of Isabela,Province of Isabela
1712808,Goa,,,,,,,,,,PH.05,Bicol,Bicol,PH.05.16,Province of Camarines Sur,Province of Camarines Sur
1711437,Iba,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.64,Province of Zambales,Province of Zambales
1185188,Rangpur,,,,,,,,,,BD.87,Rangpur Division,Rangpur Division,,,
1710770,Indang,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.20,Province of Cavite,Province of Cavite
1710544,Iriga City,,,,,,,,,,PH.05,Bicol,Bicol,PH.05.16,Province of Camarines Sur,Province of Camarines Sur
1710011,Kabacan,,,,,,,,,,PH.12,Soccsksargen,Soccsksargen,PH.12.57,Province of North Cotabato,Province of North Cotabato
1709632,Kalibo (poblacion),,,,,,,,,,PH.06,Western Visayas,Western Visayas,PH.06.04,Province of Aklan,Province of Aklan
1708523,Koronadal,,,,,,,,,,PH.12,Soccsksargen,Soccsksargen,PH.12.70,Province of South Cotabato,Province of South Cotabato
1707404,Laoag,,,,,,,,,,PH.01,Ilocos,Ilocos,PH.01.28,Province of Ilocos Norte,Province of Ilocos Norte
1706889,Legaspi,,,,,,,,,,PH.05,Bicol,Bicol,PH.05.D5,Legaspi City,Legaspi City
1706188,Lingayen,,,,,,,,,,PH.01,Ilocos,Ilocos,PH.01.51,Province of Pangasinan,Province of Pangasinan
1650213,Banjarmasin,,,,,,,,,,ID.12,South Kalimantan,South Kalimantan,,,
1705357,Lucena,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.H2,Province of Quezon,Province of Quezon
1650077,Banyuwangi,,,,,,,,,,ID.08,East Java,East Java,,,
1703319,Malabon,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.64,Province of Zambales,Province of Zambales
1702257,Mambusao,,,,,,,,,,PH.06,Western Visayas,Western Visayas,PH.06.18,Province of Capiz,Province of Capiz
1822214,Siem Reap,,,,,,,,,,KH.24,Siem Reap,Siem Reap,,,
1701966,Mandaluyong City,,,,,,,,,,PH.NCR,Metro Manila,Metro Manila,PH.NCR.K8,Mandaluyong,Mandaluyong
1849372,Uji,,,,,,,,,,JP.22,Kyōto,Kyoto,,,
1849186,Urayasu,,,,,,,,,,JP.40,Tōkyō,Tokyo,,,
1649593,Baturaja,,,,,,,,,,ID.32,South Sumatra,South Sumatra,,,
1649378,Bekasi,,,,,,,,,,ID.30,West Java,West Java,,,
1648844,Biak,,,,,,,,,,ID.36,Papua,Papua,,,
1215350,Bireun,,,,,,,,,,ID.01,Aceh,Aceh,,,
2127515,Wakkanai,,,,,,,,,,JP.12,Hokkaidō,Hokkaido,,,
1848774,Yaizu,,,,,,,,,,JP.37,Shizuoka,Shizuoka,,,
1648451,Bojonegoro,,,,,,,,,,ID.08,East Java,East Java,,,
2113164,Abiko,,,,,,,,,,JP.04,Chiba,Chiba,,,
1648186,Bontang,,,,,,,,,,ID.14,East Kalimantan,East Kalimantan,,,
1701053,Marawi City,,,,,,,,,,PH.14,Autonomous Region in Muslim Mindanao,Autonomous Region in Muslim Mindanao,PH.14.35,Province of Lanao del Sur,Province of Lanao del Sur
1648084,Boyolali,,,,,,,,,,ID.07,Central Java,Central Java,,,
1848522,Yao,,,,,,,,,,JP.32,Ōsaka,Osaka,,,
8581443,South Tangerang,,,,,,,,,,ID.33,Banten,Banten,,,
1701124,Maramag,,,,,,,,,,PH.10,Northern Mindanao,Northern Mindanao,PH.10.12,Province of Bukidnon,Province of Bukidnon
1647149,Ciamis,,,,,,,,,,ID.30,West Java,West Java,,,
1698829,Naga,,,,,,,,,,PH.05,Bicol,Bicol,,,
1865714,Ageoshimo,,,,,,,,,,JP.34,Saitama,Saitama,,,
1696899,Ozamiz City,,,,,,,,,,PH.10,Northern Mindanao,Northern Mindanao,PH.10.42,Province of Misamis Occidental,Province of Misamis Occidental
7290466,Pasig City,,,,,,,,,,PH.NCR,Metro Manila,Metro Manila,PH.NCR.L8,Pasig,Pasig
1692685,Puerto Princesa,,,,,,,,,,PH.41,Mimaropa,Mimaropa,,,
1822207,Sisŏphŏn,,,,,,,,,,KH.25,Banteay Meanchey,Banteay Meanchey,,,
2110480,Yotsukaidō,,,,,,,,,,JP.04,Chiba,Chiba,,,
1821993,Svay Rieng,,,,,,,,,,KH.18,Svay Rieng,Svay Rieng,,,
1529641,Aral,,,,,,,,,,CN.13,Xinjiang Uygur Zizhiqu,Xinjiang Uygur Zizhiqu,,,
2038569,Baicheng,,,,,,,,,,CN.05,Jilin Sheng,Jilin Sheng,,,
1646448,Cimahi,,,,,,,,,,ID.30,West Java,West Java,,,
1690214,San Carlos,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.09,Province of Batangas,Province of Batangas
1687801,Santiago,,,,,,,,,,PH.02,Cagayan Valley,Cagayan Valley,PH.02.31,Province of Isabela,Province of Isabela
1699088,Muñoz,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.47,Province of Nueva Ecija,Province of Nueva Ecija
1646170,Cirebon,,,,,,,,,,ID.30,West Java,West Java,,,
1686547,Silang,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.20,Province of Cavite,Province of Cavite
1685925,Sogod,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.59,Province of Southern Leyte,Province of Southern Leyte
1685218,Surigao,,,,,,,,,,PH.13,Caraga,Caraga,PH.13.61,Province of Surigao del Norte,Province of Surigao del Norte
1706801,Leyte,,,,,,,,,,PH.08,Eastern Visayas,Eastern Visayas,PH.08.37,Province of Leyte,Province of Leyte
1684497,Tagbilaran City,,,,,,,,,,PH.07,Central Visayas,Central Visayas,PH.07.11,Province of Bohol,Province of Bohol
1645559,Demak,,,,,,,,,,ID.07,Central Java,Central Java,,,
1683319,Tanay,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.53,Province of Rizal,Province of Rizal
1682812,Tarlac City,,,,,,,,,,PH.03,Central Luzon,Central Luzon,PH.03.63,Province of Tarlac,Province of Tarlac
1680932,Tuguegarao City,,,,,,,,,,PH.02,Cagayan Valley,Cagayan Valley,PH.02.14,Province of Cagayan,Province of Cagayan
1865412,Akō,,,,,,,,,,JP.13,Hyōgo,Hyogo,,,
1680102,Valenzuela,,,,,,,,,,PH.40,Calabarzon,Calabarzon,PH.40.53,Province of Rizal,Province of Rizal
1679980,Vigan,,,,,,,,,,PH.01,Ilocos,Ilocos,PH.01.29,Province of Ilocos Sur,Province of Ilocos Sur
1679432,Zamboanga,,,,,,,,,,PH.09,Zamboanga Peninsula,Zamboanga Peninsula,,,
1645524,Depok,,,,,,,,,,ID.30,West Java,West Java,,,
1644932,Ende,,,,,,,,,,ID.18,East Nusa Tenggara,East Nusa Tenggara,,,
1644409,Garut,,,,,,,,,,ID.30,West Java,West Java,,,
1643837,Gorontalo,,,,,,,,,,ID.34,Gorontalo,Gorontalo,,,
106281,Hayil,,,,,,,,,,SA.13,Ḩāʼil,Mintaqat Ha'il,,,
1643776,Gresik,,,,,,,,,,ID.08,East Java,East Java,,,
1643078,Indramayu,,,,,,,,,,ID.30,West Java,West Java,,,
2130612,Ashibetsu,,,,,,,,,,JP.12,Hokkaidō,Hokkaido,,,
1865005,Ashikaga,,,,,,,,,,JP.38,Tochigi,Tochigi,,,
1864985,Ashiya,,,,,,,,,,JP.13,Hyōgo,Hyogo,,,
248875,Jarash,,,,,,,,,,JO.22,Jerash,Jerash,,,
248382,Ma'an,,,,,,,,,,JO.19,Ma’an,Ma'an,,,
2038067,Chifeng,,,,,,,,,,CN.20,Inner Mongolia,Inner Mongolia,,,
610612,Aktau,,,,,,,,,,KZ.09,Mangghystaū,Mangghystau,,,
1250161,Batticaloa,,,,,,,,,,LK.37,Eastern Province,Eastern Province,,,
1809532,Guigang,,,,,,,,,,CN.16,Guangxi Zhuangzu Zizhiqu,Guangxi Zhuangzu Zizhiqu,,,
1238427,Kuliyapitiya,,,,,,,,,,LK.32,North Western,North Western,,,
1234633,Moratuwa,,,,,,,,,,LK.36,Western,Western,,,
1251459,Ampara,,,,,,,,,,LK.37,Eastern Province,Eastern Province,,,
1807112,Huangzhou,,,,,,,,,,CN.12,Hubei,Hubei,,,
610611,Aqtöbe,,,,,,,,,,KZ.04,Aqtöbe,Aqtoebe,,,
2037078,Hailar,,,,,,,,,,CN.20,Inner Mongolia,Inner Mongolia,,,
1799846,Nanping,,,,,,,,,,CN.07,Fujian,Fujian,,,
1805680,Jingdezhen,,,,,,,,,,CN.03,Jiangxi Sheng,Jiangxi Sheng,,,
1280849,Kashi,,,,,,,,,,CN.13,Xinjiang Uygur Zizhiqu,Xinjiang Uygur Zizhiqu,,,
170797,Dayr ‘Aţīyah,,,,,,,,,,SY.08,Rif-dimashq,Rif-dimashq,,,
1221874,Dushanbe,,,,,,,,,,TJ.7280679,Dushanbe,Dushanbe,,,
7422816,Dazaifu,,,,,,,,,,JP.07,Fukuoka,Fukuoka,,,
1809003,Haizhou,,,,,,,,,,CN.04,Jiangsu Sheng,Jiangsu Sheng,,,
1806146,Lin’an,,,,,,,,,,CN.29,Yunnan,Yunnan,,,
1800779,Meizhou,,,,,,,,,,CN.30,Guangdong,Guangdong,,,
1800663,Wenlan,,,,,,,,,,CN.29,Yunnan,Yunnan,,,
1642858,Jambi City,,,,,,,,,,ID.05,Jambi,Jambi,,,
1626100,Sumedang Utara,,,,,,,,,,,,,,,
2082600,Jayapura,,,,,,,,,,ID.36,Papua,Papua,,,
1642588,Jember,,,,,,,,,,ID.08,East Java,East Java,,,
1642414,Jombang,,,,,,,,,,ID.08,East Java,East Java,,,
1864031,Fukaya,,,,,,,,,,JP.34,Saitama,Saitama,,,
1864009,Fukuchiyama,,,,,,,,,,JP.22,Kyōto,Kyoto,,,
1214965,Kabanjahe,,,,,,,,,,ID.26,North Sumatra,North Sumatra,,,
8022559,Cianjur Kidul,,,,,,,,,,ID.30,West Java,West Java,,,
1640844,Kayu Agung,,,,,,,,,,ID.32,South Sumatra,South Sumatra,,,
1926006,Iyo,,,,,,,,,,JP.05,Ehime,Ehime,,,
8402891,Rote,,,,,,,,,,ID.18,East Nusa Tenggara,East Nusa Tenggara,,,
6929460,Panzhihua,,,,,,,,,,CN.32,Sichuan,Sichuan,,,
1797353,Quanzhou,,,,,,,,,,CN.07,Fujian,Fujian,,,
1650298,Bangkalan,,,,,,,,,,ID.08,East Java,East Java,,,
610529,Atyrau,,,,,,,,,,KZ.06,Atyraū,Atyrau,,,
609655,Karagandy,,,,,,,,,,KZ.12,Qaraghandy,Qaraghandy,KZ.12.1537266,Qaraghandy Qalasy,Qaraghandy Qalasy
1640660,Kediri,,,,,,,,,,ID.08,East Java,East Java,,,
1863945,Fukuroi,,,,,,,,,,JP.37,Shizuoka,Shizuoka,,,
1522203,Kokshetau,,,,,,,,,,KZ.03,Aqmola,Aqmola,,,
1640576,Kefamenanu,,,,,,,,,,ID.18,East Nusa Tenggara,East Nusa Tenggara,,,
1640344,Kendari,,,,,,,,,,ID.22,Sulawesi Tenggara,Sulawesi Tenggara,,,
1794903,Shiyan,,,,,,,,,,CN.12,Hubei,Hubei,,,
1863693,Gamagōri,,,,,,,,,,JP.01,Aichi,Aichi,,,
1639900,Klaten,,,,,,,,,,ID.07,Central Java,Central Java,,,
1626649,Solok,,,,,,,,,,ID.24,West Sumatra,West Sumatra,,,
1622728,Kolaka,,,,,,,,,,ID.22,Sulawesi Tenggara,Sulawesi Tenggara,,,
1519928,Kostanay,,,,,,,,,,KZ.13,Qostanay,Qostanay,,,
1221328,Khorugh,,,,,,,,,,TJ.01,Gorno-Badakhshan,Gorno-Badakhshan,,,
1863627,Ginowan,,,,,,,,,,JP.47,Okinawa,Okinawa,,,
1863482,Gyōda,,,,,,,,,,JP.34,Saitama,Saitama,,,
1519922,Kyzylorda,,,,,,,,,,KZ.14,Qyzylorda,Qyzylorda,,,
1639215,Kudus,,,,,,,,,,ID.07,Central Java,Central Java,,,
1520240,Pavlodar,,,,,,,,,,KZ.11,Pavlodar,Pavlodar,,,
1639094,Kuningan,,,,,,,,,,ID.30,West Java,West Java,,,
1520172,Petropavlovsk,,,,,,,,,,KZ.16,Soltüstik Qazaqstan,Soltustik Qazaqstan,,,
1638562,Lamongan,,,,,,,,,,ID.08,East Java,East Java,,,
1514879,Khŭjand,,,,,,,,,,TJ.03,Viloyati Sughd,Viloyati Sughd,,,
1863310,Hamada,,,,,,,,,,JP.36,Shimane,Shimane,,,
1519422,Semey,,,,,,,,,,KZ.15,East Kazakhstan,East Kazakhstan,,,
1791636,Weinan,,,,,,,,,,CN.26,Shaanxi,Shaanxi,,,
1214724,Langsa,,,,,,,,,,ID.01,Aceh,Aceh,,,
1214055,Reuleuet,,,,,,,,,,ID.01,Aceh,Aceh,,,
2112823,Hanamaki,,,,,,,,,,JP.16,Iwate,Iwate,,,
1863183,Hannō,,,,,,,,,,JP.34,Saitama,Saitama,,,
1518980,Shymkent,,,,,,,,,,KZ.10,Ongtüstik Qazaqstan,Ongtustik Qazaqstan,,,
1221194,Kŭlob,,,,,,,,,,TJ.02,Khatlon,Khatlon,,,
1637158,Lubuklinggau,,,,,,,,,,ID.32,South Sumatra,South Sumatra,,,
1637001,Luwuk,,,,,,,,,,ID.21,Central Sulawesi,Central Sulawesi,,,
2113719,Akita Shi,,,,,,,,,,JP.02,Akita,Akita,,,
1788468,Xinzheng,,,,,,,,,,CN.31,Hainan,Hainan,,,
1516905,Taraz,,,,,,,,,,KZ.17,Zhambyl,Zhambyl,,,
1788450,Xinzhou,,,,,,,,,,CN.24,Shanxi Sheng,Shanxi Sheng,,,
1636930,Madiun,,,,,,,,,,ID.08,East Java,East Java,,,
1518262,Temirtau,,,,,,,,,,KZ.12,Qaraghandy,Qaraghandy,,,
1636884,Magelang,,,,,,,,,,ID.07,Central Java,Central Java,,,
1636816,Majalengka,,,,,,,,,,ID.30,West Java,West Java,,,
1517945,Turkestan,,,,,,,,,,KZ.10,Ongtüstik Qazaqstan,Ongtustik Qazaqstan,,,
608668,Oral,,,,,,,,,,KZ.07,Batys Qazaqstan,Batys Qazaqstan,,,
1886762,Zhoushan,,,,,,,,,,CN.02,Zhejiang Sheng,Zhejiang Sheng,,,
1520316,Ust-Kamenogorsk,,,,,,,,,,KZ.15,East Kazakhstan,East Kazakhstan,,,
1516589,Zhezqazghan,,,,,,,,,,KZ.12,Qaraghandy,Qaraghandy,,,
1862599,Hino,,,,,,,,,,JP.40,Tōkyō,Tokyo,,,
1526193,Arkalyk,,,,,,,,,,KZ.13,Qostanay,Qostanay,,,
1856584,Moriguchi,,,,,,,,,,JP.32,Ōsaka,Osaka,,,
615532,Batumi,,,,,,,,,,GE.04,Ajaria,Ajaria,,,
2112708,Hitachi,,,,,,,,,,JP.14,Ibaraki,Ibaraki,,,
614455,Gori,,,,,,,,,,GE.73,Shida Kartli,Shida Kartli,,,
613870,Khulo,,,,,,,,,,GE.04,Ajaria,Ajaria,,,
250258,As Salţ,,,,,,,,,,JO.02,Balqa,Balqa,,,
1636308,Manokwari,,,,,,,,,,ID.39,West Papua,West Papua,,,
1635882,Mataram,,,,,,,,,,ID.17,West Nusa Tenggara,West Nusa Tenggara,ID.17.Lombok (undefined),East Lombok Regency,East Lombok Regency
1627957,Selong,,,,,,,,,,ID.17,West Nusa Tenggara,West Nusa Tenggara,,,
1619423,Bang Lamung,,,,,,,,,,TH.46,Chon Buri,Chon Buri,,,
1611453,Buriram,,,,,,,,,,TH.28,Buriram,Buriram,,,
1611439,Chachoengsao,,,,,,,,,,TH.44,Chachoengsao,Chachoengsao,,,
1611407,Chaiyaphum,,,,,,,,,,TH.26,Chaiyaphum,Chaiyaphum,,,
1836553,Sogcho,,,,,,,,,,KR.06,Gangwon-do,Gangwon-do,,,
1861528,Inuyama,,,,,,,,,,JP.09,Gifu,Gifu,,,
612287,Rust’avi,,,,,,,,,,GE.68,Kvemo Kartli,Kvemo Kartli,,,
1861393,Ishikawa,,,,,,,,,,JP.47,Okinawa,Okinawa,,,
1841603,Kyonju,,,,,,,,,,KR.14,Gyeongsangbuk-do,Gyeongsangbuk-do,,,
6417596,Kōya,,,,,,,,,,JP.43,Wakayama,Wakayama,,,
1610858,Dusit,,,,,,,,,,TH.40,Bangkok,Bangkok,,,
1635815,Maumere,,,,,,,,,,ID.18,East Nusa Tenggara,East Nusa Tenggara,,,
611847,Sokhumi,,,,,,,,,,GE.02,Abkhazia,Abkhazia,,,
1610469,Kalasin,,,,,,,,,,TH.23,Kalasin,Kalasin,,,
1153090,Kamphaeng Phet,,,,,,,,,,TH.11,Kamphaeng Phet,Kamphaeng Phet,,,
1153081,Kanchanaburi,,,,,,,,,,TH.50,Kanchanaburi,Kanchanaburi,,,
1843585,Imsil,,,,,,,,,,KR.03,Jeollabuk-do,Jeollabuk-do,,,
1152473,Lampang,,,,,,,,,,TH.06,Lampang,Lampang,,,
1806840,Huilong,,,,,,,,,,CN.04,Jiangsu Sheng,Jiangsu Sheng,,,
4223413,Snellville,,,,,,,,,,US.GA,Georgia,Georgia,US.GA.135,Gwinnett County,Gwinnett County
2863401,Niedergörsdorf,DE4,Brandenburg,Brandenburg,DE40,Brandenburg,Brandenburg,DE40H,Teltow-Fläming,Teltow-Flaming,DE.11,Brandenburg,Brandenburg,,,
5144948,Woodbury,,,,,,,,,,US.NY,New York,New York,US.NY.071,Orange County,Orange County
3037943,Ambérieu-en-Bugey,FR7,Centre-Est,Centre-Est,FR71,Rhône-Alpes,Rhone-Alpes,FR711,Ain,Ain,FR.B9,Rhône-Alpes,Rhone-Alpes,FR.B9.01,Département de l'Ain,Departement de l'Ain
7932643,Caulfield South,,,,,,,,,,AU.07,Victoria,Victoria,AU.07.22310,Glen Eira,Glen Eira
2513106,Ontinyent,ES5,Este,Este,ES52,Comunidad Valenciana,Comunidad Valenciana,ES523,Valencia / València,Valencia / Valencia,ES.60,Valencia,Valencia,ES.60.V,Província de València,Provincia de Valencia
2787416,Saint-Ghislain,BE3,Région Wallonne,Region Wallonne,BE32,Prov. Hainaut,Prov. Hainaut,BE323,Arr. Mons,Arr. Mons,BE.WAL,Walloon,Walloon,BE.WAL.WHT,Province du Hainaut,Province du Hainaut
1625084,Tangerang,,,,,,,,,,ID.33,Banten,Banten,,,
2637126,Staines,UKJ,South East (England),South East (England),UKJ2,"Surrey, East and West Sussex","Surrey, East and West Sussex",UKJ23,Surrey,Surrey,GB.ENG,England,England,GB.ENG.N7,Surrey,Surrey
1609071,Loei,,,,,,,,,,TH.18,Loei,Loei,,,
1609032,Lop Buri,,,,,,,,,,TH.34,Lop Buri,Lop Buri,,,
1608534,Nakhon Pathom,,,,,,,,,,TH.53,Nakhon Pathom,Nakhon Pathom,,,
615860,Akhalts’ikhe,,,,,,,,,,GE.72,Samtskhe-Javakheti,Samtskhe-Javakheti,,,
1861164,Iwatsuki,,,,,,,,,,JP.34,Saitama,Saitama,,,
1861107,Izumi,,,,,,,,,,JP.32,Ōsaka,Osaka,,,
1635283,Metro,,,,,,,,,,ID.15,Lampung,Lampung,,,
1608527,Nakhon Sawan,,,,,,,,,,TH.16,Nakhon Sawan,Nakhon Sawan,,,
1214488,Meulaboh,,,,,,,,,,ID.01,Aceh,Aceh,,,
1635111,Mojokerto,,,,,,,,,,ID.08,East Java,East Java,,,
1860341,Kamo,,,,,,,,,,JP.29,Niigata,Niigata,,,
1841149,Miryang,,,,,,,,,,KR.20,Gyeongsangnam-do,Gyeongsangnam-do,,,
1634519,Namlea,,,,,,,,,,ID.28,Maluku,Maluku,,,
1634098,Ngawi,,,,,,,,,,ID.30,West Java,West Java,,,
1840211,Nonsan,,,,,,,,,,KR.17,Chungcheongnam-do,Chungcheongnam-do,,,
1839652,Osan,,,,,,,,,,KR.13,Gyeonggi-do,Gyeonggi-do,,,
1633419,Padang,,,,,,,,,,ID.24,West Sumatra,West Sumatra,,,
1860095,Kanzaki,,,,,,,,,,JP.33,Saga,Saga,,,
1859908,Kashiwazaki,,,,,,,,,,JP.29,Niigata,Niigata,,,
