grid_id,alias
grid.413500.3,Casa Colina Hospital and Centers for Healthcare
grid.413529.8,Alameda County Medical Center
grid.413551.7,Catholic Hospital Association of the United States and Canada
grid.413555.3, Albany College of Pharmacy
grid.413558.e,Albany Medical Center
grid.413561.4,University of Cincinnati Academic Health Center
grid.413593.9,Mǎxié Jìniàn Yīyuàn
grid.413604.4,Táiběi Shì Zhèngfǔ
grid.413618.9,AIIMS Delhi
grid.413619.8,Derby City General Hospital
grid.413625.7,Lehigh Valley Hospital-Cedar Crest
grid.413629.b,Military Orthopaedic Hospital
grid.413630.3,Hamot Medical Center
grid.413640.4,Richmond VAMC 
grid.413640.4,McGuire VA Hospital
grid.413640.4,Richmond VA Medical Center
grid.413640.4,Hunter Holmes McGuire Veterans Administration Medical Center
grid.413652.7,Skaraborgs sjukhus Skövde
grid.413654.1,Huntington Memorial Hospital
grid.413655.0,Centralsjukhuset i Karlstad
grid.413699.0,Hyogo Ion Beam Medical Center 
grid.413731.3,Rambam Hospital
grid.413737.5,Malcom Randall VAMC
grid.413752.6,T.C. Sağlık Bakanlığı İstanbul Haseki Eğitim Ve Araştırma Hastanesi
grid.413755.1,Massachusetts Society for the Prevention of Cruelty to Animals-Angell Animal Medical Center
grid.413760.7,Ústřední Vojenská Nemocnice
grid.413764.3,GD Animal Health
grid.413772.4,Sydney South West Health
grid.413773.5,East Orange VAMC
grid.413774.2,Centre hospitalier national Aristide Le Dantec
grid.413801.f,Chang Gung
grid.413801.f,Chang Gung Hospital
grid.413801.f,Chang Gung Medical Foundation
grid.413808.6,Children's Memorial Hospital
grid.413808.6,Ann & Robert H. Lurie Children's Hospital of Chicago
grid.413810.f,"Second Affiliated Hospital, Second Military Medical University"
grid.413815.a,Hospital Besar Changi
grid.413830.d,Augusta VA Medical Center
grid.413840.a,Northport VAMC 
grid.413850.b,StatCan
grid.413857.c, University Renal Research and Education Association (URREA)
grid.413864.c,Oklahoma City VAHCS
grid.413874.d,Health Care Financing Administration
grid.413876.f,Father Fox Foundation Hospital
grid.413876.f,Chi Mei Hospital
grid.413898.f,Penguasa Sains Kesihatan
grid.413902.d,Robley Rex VA Medical Center
grid.413904.b,Providence VAMC
grid.413906.9,Clement J. Zablocki VA Medical Center
grid.413911.f,Amarillo VAHCS
grid.413914.a,CHR de la Citadelle
grid.413914.a,CHR Citadelle - Liège
grid.413923.e,"Instytut ""Pomnik - Centrum Zdrowia Dziecka"
grid.413926.b,Manhattan Veterans Administration Medical Center
grid.413936.a,Child Health Research Insitute
grid.413943.8,Baptist Health Lexington
grid.413950.a,Children’s Leukaemia and Cancer Foundation
grid.413973.b,Royal Alexandra Hospital for Children
grid.413996.0,Beijing First Infectious Diseases Hospital
grid.413997.1,Irwin Hospital
grid.414005.4,HIA Laveran
grid.414019.9,Henderson General Hospital
grid.414021.2,Hennepin County General Hospital
grid.414021.2,Minneapolis City Hospital
grid.414026.5,Atlanta VAMC
grid.414027.4,Georgia Baptist Hospital
grid.414028.b,HIA Percy
grid.414037.5,Errikos Dunant Hospital Center
grid.414040.5,Atrium MC
grid.414053.7,TIRR Memorial Hermann
grid.414057.3,Auckland DHB
grid.414060.7,Ezrat Nashim Hospital
grid.414072.4,Riverview Psychiatric Recovery Center
grid.414086.f,Milwaukee Children’s Hospital
grid.414093.b,Georges Pompidou European Hospital
grid.414117.6,Willingdon Hospital
grid.414125.7,Bambino Gesù Hospital
grid.414129.b,Valley Children's Hospital
grid.414142.6, SEATO Cholera Research Laboratory 
grid.414145.1,centre hospitalier intercommunal de Créteil
grid.414164.2,CHOC Children's
grid.414164.2,Children's Hospital OC
grid.414172.5,Dunedin Hospital
grid.414188.0,Bangalore Medical College
grid.414210.2,Institut universitaire en santé mentale de Montréal
grid.414252.4,301 Military Hospital
grid.414259.f,Ashkelon Hospital
grid.414262.7,North Hampshire Hospital
grid.414303.1,Baylor Dallas
grid.414306.4,Christian Medical College and Hospital
grid.414312.1,William Beaumont Health System
grid.414313.0,Dwight D. Eisenhower VAMC
grid.414317.4,Merkaz Refu'i Wolfson
grid.414326.6,Bedford VAMC
grid.414326.6,Bedford VAMC - ENRM 
grid.414326.6,Bedford Veterans Affairs Medical Center
grid.414341.7,Beijing Thoracic Tumor and Tuberculosis Hospital
grid.414341.7,Central Tuberculosis Institute
grid.414348.e,Ysbyty Brenhinol Morgannwg
grid.414360.4,JST Hospital
grid.414363.7,Groupe Hospitalier Paris Saint-Joseph
grid.414374.1,Beneficência Portuguesa
grid.414374.1,Real e Benemérita Associação Portuguesa de Beneficência
grid.414376.3,Eastern Maine
grid.414409.c,Bellevue
grid.414422.5,CHU Mohammed VI 
grid.414449.8,Clinicas Hospital
grid.414462.1,Centro Hospitalar de Lisboa Ocidental
grid.414467.4,Bethesda Naval Hospital
grid.414467.4,National Naval Medical Center
grid.414473.1,Elisabethinen Linz
grid.414489.4,Himachal Pradesh Medical College
grid.414505.1,Shaare Zedek Medical Center
grid.414529.f,Rothschild Hospital
grid.414531.6,Hospital de pediatria Garrahan
grid.414537.0,Bombay Hospital Institute of Medical Sciences
grid.414543.3,Ifakara Health Research and Development Centre
grid.414556.7,Centro Hospitalar de São João
grid.414558.9,Hospital Braga
grid.414575.6,Beaumont Hospital
grid.414587.b,Hoag
grid.414622.7,Royal Ottawa Hospital
grid.414622.7,The Royal
grid.414634.0,Bronx Lebanon
grid.414636.2,University Hospital of Einstein
grid.414636.2,Bronx Municipal Hospital Center
grid.414637.3,Brooke General Hospital
grid.414637.3,San Antonio Military Medical Center
grid.414639.d,Brooklyn City Hospital
grid.414650.2,Essex County Hospital
grid.414651.3,lehen Donostia Ospitalea deitua
grid.414659.b,Telethon Institute for Child Health Research
grid.414669.8,Bryn Mawr Rehab Hospital
grid.414681.e,Institut za medicinska istraživanja i medicinu rada
grid.414685.a,Concord Hospital
grid.414696.8,Jinnah Hospital
grid.414704.2,JLN Medical College
grid.414707.1,Johannesburg General Hospital
grid.414707.1,Charlotte Maxeke Johannesburg Academic Hospital
grid.414716.1,General Hospital of Mexico
grid.414720.4,Residencia Sanitaria General Yagüe
grid.414724.0,The John Hunter
grid.414733.6, Institute of Medical and Veterinary Science
grid.414733.6,SA Pathology
grid.414744.6,Falu Lasarett
grid.414759.a,Ospedale per Convalescenti
grid.414770.1,National Institute of Public Health of Japan
grid.414770.1,Kokuritsu Hoken-Iryō Kagakuin
grid.414796.9,SanAkBw
grid.414807.e,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College
grid.414810.8,East Suffolk and Ipswich Hospital
grid.414818.0,Ca' Granda
grid.414850.c,T C Saglik Bakanligi Istanbul Egitim ve Arastima Hastanesi
grid.414868.7,IWK Health Centre
grid.414870.e,IWK Health Centre
grid.414877.9,Sanopz
grid.414877.9,Nemocnice na Homolce
grid.414882.3,T.C. Sağlık Bakanlığı İzmir Tepecik Eğitim ve Araştırma Hastanesi
grid.414886.7,Kaiser Oakland
grid.414889.8,304 Hospital
grid.414905.d,Jackson
grid.414906.e,First Provincial Wenzhou Hospital of Zhejiang
grid.414922.8,Fitzsimons Army Medical Center
grid.414924.e,UVM Medical Center
grid.414924.e,Fletcher Allen Health Care
grid.414932.9,Japanese Red Cross Society Aichi Branch Nagoya hospital
grid.414937.c,The Female Medical College of Pennsylvania
grid.414937.c,Woman's Medical College of Pennsylvania
grid.414939.2,Jaslok Hospital and Research Centre
grid.414953.e,Ecole de Médicine de Pondichéry
grid.414963.d,Kandang Kerbau Hospital
grid.414963.d,Hospital Wanita dan Kanak-kanak Kandang Kerbau
grid.414978.7,Jessop Hospital for Women
grid.414980.0,Sir Mortimer B. Davis Jewish General Hospital
grid.414997.6,JFK Medical Center
grid.415011.0,Veteran General Hospital Kaohsiung 
grid.415028.a,Instytut Medycyny Doświadczalnej i Klinicznej
grid.415041.5,MRC Cancer Cell Unit
grid.415069.f,A.O.S.G.Moscati
grid.415081.9,Azienda Ospedaliera-Universitaria San Luigi Gonzaga
grid.415084.c,Gray Institute for Radiation Oncology and Biology
grid.415085.d,Städtische Krankenhaus Am Friedrichshain
grid.415085.d,Vivantes Klinikum im Friedrichshain
grid.415086.e,Kawasaki ika daigaku
grid.415094.d,Azienda Ospedaliera San Paolo-Polo Universitario
grid.415100.1,Froedtert Memorial Lutheran Hospital
grid.415114.4,Poriya Government Hospital
grid.415172.4,Bristol Royal Hospital for Sick Children
grid.415172.4,Bristol Children's Hospital
grid.415178.e,Intermountain Primary Children's Medical Center
grid.415182.b,Valley Medical Center
grid.415223.3,Killingbeck Hospital
grid.415226.6,Princess Margaret Cancer Centre
grid.415248.e,George Papanikolaou General Hospital 
grid.415279.c,Ente ospedaliero Ospedali Galliera
grid.415280.a,Gulf Hospital
grid.415299.2,Azienda Ospedaliera di Rilievo Nazionale e di Alta Specializzazione Garibaldi
grid.415317.5,Miller Children's Hospital
grid.415321.0,SCB Medical College
grid.415330.0,Menzies Centre for Population Health Research
grid.415342.5,MLK-Harbor
grid.415342.5,Martin Luther King Jr.-Harbor Hospital
grid.415342.5,Martin Luther King Jr./Drew Medical Center
grid.415382.9,Mercy Hospital
grid.415382.9,Baltimore City Hospital
grid.415408.c,Merlin Park Regional Hospital
grid.415433.4,Indiana University Health Methodist Hospital
grid.415433.4,IU Health Methodist Hospital
grid.415434.3,Kolding Sygehus
grid.415446.6,2nd Affiliated Hospital & Yuying Children's Hospital
grid.415460.2,Army General Hospital
grid.415461.3,QEII Medical Centre
grid.415465.7,Etelä-Pohjanmaan keskussairaala
grid.415470.3,QA Hospital
grid.415479.a,Tokyo Metropolitan Cancer and Infectious diseases Center Komagome Hospital
grid.415512.6,Sendai hospital 
grid.415519.d,The QE
grid.415526.1,Toronto Rehab
grid.415531.7,Central Veterans Hospital
grid.415532.4,Kumamoto Municipal Hospital
grid.415554.4,Mary's Help Hospital
grid.415565.6,Ohara HealthCare Foundation
grid.415578.a,Occupational Health Research Institute
grid.415592.e,Queens General Hospital
grid.415593.f,Merkaz Refu'i Sha'arei Tzedek
grid.415594.8,Queen's Hospital
grid.415598.4,Queen's Med
grid.415613.4,National Hospital Organization Kyushu Medical Center
grid.415613.4,Kyushu Medical Center
grid.415614.3,Holles Street Hospital
grid.415615.2,Vojnomedicinska akademija
grid.415641.3,Wojskowy Instytut Medyczny z Centralnym Szpitalem Klinicznym Ministerstwa Obrony Narodowej
grid.415676.7,MedStar NRH
grid.415678.9,National Center for Child Health and Development
grid.415690.f,Sheppard Asylum
grid.415690.f,Sheppard Pratt
grid.415698.7,Kementerian Kesihatan
grid.415700.7,Sağlık Bakanlığı
grid.415702.5,Rancho Los Amigos
grid.415708.f,Manatū Hauora
grid.415721.4,Hope Hospital
grid.415731.5,Lahey Clinic
grid.415736.2,Reading Hospital And Medical Center
grid.415739.d,Ziv Hospital
grid.415739.d,Ziv Medical Center
grid.415740.3,National Hospital Organization Shikokugan Center
grid.415740.3,Shikoku Cancer Center
grid.415743.0,William Sansum Diabetes Cente
grid.415778.8,Ospedale infantile Regina Margherita
grid.415789.6,National Institute of Public Health - National Institute of Hygiene
grid.415789.6,Narodowym Instytucie Zdrowia Publicznego
grid.415804.c,Kenritsu Sogo Byoin
grid.415804.c,Kenritsu General Hospital
grid.415804.c,Shizuoka Prefectural Hospital Organization
grid.415806.e,National Epilepsy Center
grid.415829.3,Boston Shriners Hospital
grid.415833.8,Shriners Hospitals for Children Canada
grid.415836.d,Krasuang Satharanasuk
grid.415839.2,LaGalilee Medical Center
grid.415841.d,Kyoto Municipal Utano
grid.415841.d,National Sanatorium Utano hospital 
grid.415861.f,East African Virus Research institute
grid.415861.f,Yellow Fever Research Institute
grid.415870.f,Navy General Hospital
grid.415875.a,Allentown Hospital
grid.415879.6,Balboa Hospital
grid.415879.6,Bob Wilson Naval Hospital
grid.415882.2,Naval Hospital Portsmouth
grid.415909.0,Heinolan reumasairaala
grid.415922.9,Columbia Hospital
grid.415922.9,Richland Memorial Hospital
grid.415933.9,Lincoln Hospital
grid.415933.9,Lincoln Medical and Mental Health Center
grid.415947.a,Ysbyty Singleton
grid.415952.e,MoBap
grid.415981.0,Protestant Hospital
grid.415984.5,Essondale Hospital
grid.415989.8,Prince Sultan Military Medical City
grid.415989.8,Riyadh Armed Forces Hospital
grid.415998.8,King Saud Medical Complex
grid.416025.4,Llandough Hospital
grid.416030.0,MLN Medical College
grid.416041.6,London Hospital
grid.416041.6,London Infirmary
grid.416050.6,MC Slotervaart
grid.416054.2,The Baptist
grid.416068.d,The Dublin Lying-In Hospital
grid.416068.d,Ospidéal an Rotunda
grid.416071.5,Monklands District General Hospital
grid.416074.0,Vanderbilt Children's Hospital
grid.416077.3,SMS Medical College
grid.416102.0,The Neuro
grid.416113.0,Morristown Memorial Hospital
grid.416116.5,Treliske Hospital
grid.416124.4,NewYork–Presbyterian Hospital
grid.416124.4,Booth Memorial Medical Center
grid.416128.8,Winchester Hospital
grid.416151.6,James Cook University Hospital
grid.416154.3,Newark Beth Israel Hospital
grid.416157.0,PGIMS Rohtak
grid.416171.4,The Mineral Water Hospital
grid.416176.3,Newton Cottage Hospital
grid.416186.c,Jewish hospital
grid.416187.d,Oldham and District General Hospital
grid.416214.4,UT Southwestern
grid.416220.3,The RSH
grid.416232.0,Royal
grid.416232.0,Royal Belfast
grid.416237.5,Madigan General Hospital
grid.416250.4,LVH-Muhlenberg
grid.416278.e,Gemeentelijke geneeskundige dienst
grid.416302.2,Mahosot Hospital-Wellcome Trust-University of Oxford Infectious Disease Centre
grid.416315.4,Azienda Ospedaliera Universitaria di Ferrara Arcispedale Sant'Anna
grid.416322.0,Bezmiâlem Vakıf Üniversitesi
grid.416322.0,Bezmialem Foundation University
grid.416349.d,Lytton Medical School
grid.416356.3,St. Boniface Hospital
grid.416365.3,Nordiska Högskolan för Folkhälsovetenskap
grid.416371.6,Nordlandssykehuset
grid.416374.3,Humility of Mary Health Partners
grid.416386.e,St. Erik Eye Hospital
grid.416404.3,St Helier Hospital and Queen Mary's Hospital for Children
grid.416409.e,Ospidéal Naomh Séamas
grid.416477.7,North Shore-LIJ Health System
grid.416498.6,Mass Pharm
grid.416498.6,MCPHS University
grid.416537.2,Socialstyrelsen
grid.416546.4,Trondheim University Hospital
grid.416546.4,St. Olavs Hospital Universitetssykehuset i Trondheim
grid.416559.a,Royal West Sussex NHS Trust
grid.416577.6,Saint Thomas Hospital
grid.416582.c,St. Vincent’s Hospital
grid.416582.c,Saint Vincent's
grid.416607.2,Korgialenio-Benaki EFA
grid.416614.0,Bōei Ika Daigakkō
grid.416639.f,Salem VAMC
grid.416648.9,Södersjukhuset
grid.416672.0,OLV Ziekenhuis
grid.416721.7,St. Joseph's Healthcare Hamilton
grid.416737.0,Institute of Research in Reproduction
grid.416780.c,VAMC Manchester
grid.416781.d,National Center for Chronic Disease Prevention and Health Promotion
grid.416785.9,St. Louis VAMC
grid.416786.a,Swiss Tropical Institute
grid.416786.a,Swiss TPH
grid.416803.8,National Hospital Organization Osaka Medical Center
grid.416812.8,VAMC Tomah
grid.416819.3,Hampton VAMC 
grid.416832.a,E. I. du Pont de Nemours and Company
grid.416835.d,Nōgyō Shokuhin Sangyō Gijutsu Sōgō Kenkyū Kikō
grid.416845.a,Jen-Ai Hospital
grid.416850.e,Instituto Nacional de Ciencias Médicas y Nutrición
grid.416876.a,Statens Arbeidsmiljøinstitutt 
grid.416885.6,Tameside General Hospital
grid.416894.6,Army Industrial Hygiene Laboratory
grid.416894.6,United States Army Public Health Center
grid.416902.8,Wai‘anae Coast Comprehensive Health Center
grid.416928.0,The Walton Centre for Neurology and Neurosurgery
grid.416936.f,Centro Medico Teknon
grid.416938.1,Warneford Lunatic Asylum
grid.416938.1,Radcliffe Lunatic Asylum
grid.416938.1,Oxford Lunatic Asylum
grid.416950.f,Sykehuset Telemark
grid.416954.b,Waterford Regional Hospital
grid.416954.b,Ardkeen Hospital
grid.416955.a,Watford Workhouse
grid.416983.1,UKK-instituutti
grid.416985.7,Osaka General Medical Center
grid.417002.0,WakeMed Health and Hospitals
grid.417003.1,Cancer Hospital of Thessaloniki
grid.417047.1,West Penn Hospital
grid.417052.5,Westchester Medical Center University Hospital
grid.417066.2,Mountain Home VAMC
grid.417066.2,James H. Quillen VA Medical Center 
grid.417068.c,The Western
grid.417069.d,Overton Brooks VAMC
grid.417090.b,Lovell FHCC
grid.417093.8,Hiroo Hospital
grid.417097.c,Wilford Hall Ambulatory Surgical Center
grid.417108.b,Azienda Ospedaliera Ospedali Riuniti Villa Sofia Cervello
grid.417113.1,Tokyo Metropolitan Psychiatric Research Institute
grid.417114.6,William Beaumont General Hospital 
grid.417143.4,Marion County General Hospital
grid.417143.4,Sidney and Lois Eskenazi Hospital
grid.417147.0,Withington Community Hospital and Diagnostic and Treatment Centre
grid.417149.e,Dorn VAMC
grid.417155.3,New Papworth Hospital
grid.417169.c,Dallas County Hospital District
grid.417201.1,Vaasan keskussairaala
grid.417250.5,Peterborough District Hospital
grid.417257.2,Azienda Ospedaliera della Provincia Lodi
grid.417258.d,"County Hospital Győr, Petz Aladár Hospital"
grid.417264.2,VCU Medical Center
grid.417264.2,Medical College of Virginia
grid.417266.0,Philadelphia Health Management Corporation
grid.417284.c,Royal Philips
grid.417290.9,Kristiansand Sentralsykehus
grid.417303.2,Xúzhōu yī xuéyuàn
grid.417322.1,Our Lady's Hospital for Sick Children
grid.417330.2,Tuberculosis Chemotherapy Centre
grid.417345.0,US Marine Hospital PacMed Building
grid.417345.0,Pacific Hospital Preservation and Development Authority
grid.417345.0,Pacific Tower
grid.417378.e,York U.S. Army Hospital
grid.417390.8,Kræftens Bekæmpelse
grid.417409.f, Zūnyì yīxuéyuàn
grid.417433.6,Nordic
grid.417434.1,Ashmun Institute
grid.417494.b,VGTI Florida
grid.417517.1,University of Southern Nevada
grid.417517.1,Nevada College of Pharmacy
grid.417533.7,Charles Stark Draper Laboratory
grid.417533.7,MIT Instrumentation Laboratory
grid.417536.2,Minnesota Mining and Manufacturing
grid.417545.6,Hiroshima Kōgyō Daigaku
grid.417548.b,Agriculture Department
grid.417571.1,CRC for Beef Genetic Technologies
grid.417571.1,Beef CRC
grid.417575.5,"AARP, Inc"
grid.417583.c,Abisko naturvetenskapliga station
grid.417586.9,Aspire Academy
grid.417587.8,U.S. Food and Drug Administration
grid.417593.d,"Academy of Sciences, Humanities and Fine Arts"
grid.417593.d,Akadimía Athinón
grid.417597.9,Holon Academic Institute of Technology
grid.417597.9,Center for Technological Education Holon
grid.417599.7,Sisters of St. Francis Health Services
grid.417608.c,Center for Reconstructive Urethral Surgery
grid.417615.0,CHU-Hôpitaux de Rouen
grid.417615.0,Centre hospitalier universitaire de Rouen
grid.417621.7,C-Path
grid.417624.2,Hrvatski Zavod za Transfuzijsku Medicinu
grid.417625.3,Hrvatski Veterinarski Institut
grid.417626.0,Research Institute of Crop Production
grid.417626.0,Výzkumný ústav rostlinné výroby
grid.417631.6,Central Indian Medicinal Plants Organisation
grid.417638.f,Industrial Toxicology Research Centre
grid.417639.e,Center for Biochemical Technology
grid.417642.2,National Botanic Gardens
grid.417649.9,Division of Economic Entomology
grid.417656.7,Hospitalet
grid.417656.7,L'Hospitalet 
grid.417670.3,House Research Institute
grid.417670.3,House Ear Institute
grid.417671.2,ICT Centre
grid.417681.d,Strasbourg Eurométropole
grid.417683.f,Centro de Neurociencias de Cuba
grid.417692.f,Hugh MacMillan Medical Centre
grid.417692.f,Ontario Crippled Children’s Centre
